FORMULARY_ID|FORMULARY_VERSION|CONTRACT_YEAR|RXCUI|NDC|TIER_LEVEL_VALUE|QUANTITY_LIMIT_YN|QUANTITY_LIMIT_AMOUNT|QUANTITY_LIMIT_DAYS|PRIOR_AUTHORIZATION_YN|STEP_THERAPY_YN|SELECTED_DRUG_YN
20250|2|2025|200058|10406-1754-95|1|N|||N|N|N
20250|2|2025|200059|10413-1767-98|3|N|||N|N|N
20250|2|2025|200060|10420-1780-12|5|N|||Y|N|Y
20250|2|2025|200061|10427-1793-15|2|N|||Y|N|N
20250|2|2025|200062|10434-1806-18|2|N|||N|N|N
20250|2|2025|200063|10441-1819-21|3|N|||N|N|N
20250|2|2025|200064|10448-1832-24|1|N|||N|N|N
20250|2|2025|200065|10455-1845-27|4|N|||Y|N|N
20250|2|2025|200066|10462-1858-30|2|N|||N|N|N
20250|2|2025|200067|10469-1871-33|4|N|||N|N|N
20250|2|2025|200068|10476-1884-36|1|Y|60.0|90|N|N|N
20250|2|2025|200069|10483-1897-39|1|N|||N|N|N
20250|2|2025|200071|1049719234|3|N|||N|N|N
20250|2|2025|200072|10504-1936-48|2|N|||N|N|N
20250|2|2025|200073|10511-1949-51|1|N|||N|N|N
20250|2|2025|200074|10518-1962-54|2|N|||N|N|N
20250|2|2025|200075|10525-1975-57|1|Y|90.0|90|N|Y|N
20250|2|2025|200076|10532-1988-60|1|N|||N|N|N
20250|2|2025|200077|10539-2001-63|1|N|||N|N|N
20250|2|2025|200078|10546-2014-66|3|N|||N|N|N
20250|2|2025|200079|10553-2027-69|2|N|||N|N|N
20250|2|2025|200080|10560-2040-72|1|Y|120.0|90|N|N|N
20250|2|2025|200081|10567-2053-75|1|Y|120.0|90|N|N|N
20250|2|2025|200082|10574-2066-78|3|N|||N|N|N
20250|2|2025|200083|10581-2079-81|3|N|||N|N|N
20250|2|2025|200084|10588-2092-84|5|N|||N|N|N
20250|2|2025|200085|10595-2105-87|3|N|||N|N|N
20250|2|2025|200086|10602-2118-90|3|N|||N|N|N
20250|2|2025|200087|10609-2131-93|1|N|||N|N|N
20250|2|2025|200088|10616-2144-96|3|N|||Y|N|N
20250|2|2025|200089|10623-2157-10|2|N|||N|N|N
20250|2|2025|200090|10630-2170-13|2|N|||N|N|N
20250|2|2025|200091|10637-2183-16|4|Y|30.0|90|N|N|N
20250|2|2025|200092|10644-2196-19|2|Y|90.0|30|N|N|N
20250|2|2025|200093|10651-2209-22|3|N|||N|N|N
20250|2|2025|200094|10658-2222-25|1|N|||N|N|N
20250|2|2025|200095|10665-2235-28|4|N|||N|N|N
20250|2|2025|200096|10672-2248-31|1|Y|120.0|30|N|N|N
20250|2|2025|200097|10679-2261-34|2|N|||N|N|N
20250|2|2025|200098|10686-2274-37|1|N|||N|N|N
20250|2|2025|200099|10693-2287-40|4|Y|120.0|90|N|N|N
20250|2|2025|200100|10700-2300-43|1|N|||N|N|N
20250|2|2025|200101|10707-2313-46|3|N|||N|N|N
20250|2|2025|200102|10714-2326-49|1|N|||N|N|N
20250|2|2025|200103|10721-2339-52|4|N|||N|N|N
20250|2|2025|200104|10728-2352-55|4|N|||N|N|N
20250|2|2025|200105|10735-2365-58|1|N|||N|N|N
20250|2|2025|200106|10742-2378-61|3|N|||N|N|N
20250|2|2025|200107|10749-2391-64|2|N|||Y|N|N
20250|2|2025|200108|0756-2404-67|4|N|||Y|N|N
20250|2|2025|200109|10763-2417-70|1|Y|120.0|90|N|N|N
20250|2|2025|200110|10770-2430-73|4|N|||N|N|N
20250|2|2025|200111|10777-2443-76|3|N|||N|Y|N
20250|2|2025|200112|10784-2456-79|1|N|||N|N|N
20250|2|2025|200113|10791-2469-82|3|N|||N|N|N
20250|2|2025|200114|10798-2482-85|1|N|||N|N|N
20250|2|2025|200115|10805-2495-88|4|N|||N|N|N
20250|2|2025|200116|10812-2508-91|1|Y|60.0|90|N|Y|N
20250|2|2025|200117|10819-2521-94|2|N|||N|N|N
20250|2|2025|200118|10826-2534-97|3|N|||N|N|N
20250|2|2025|200119|10833-2547-11|3|N|||Y|N|N
20250|2|2025|200120|10840-2560-14|1|N|||N|N|N
20250|2|2025|200121|10847-2573-17|2|N|||N|N|N
20250|2|2025|200122|10854-2586-20|2|N|||N|N|N
20250|2|2025|200123|10861-2599-23|2|N|||N|N|N
20250|2|2025|200124|10868-2612-26|5|N|||N|N|N
20250|2|2025|200125|10875-2625-29|1|N|||N|N|N
20250|2|2025|200126|10882-638-32|3|Y|60.0|90|Y|N|N
20250|2|2025|200127|10889-2651-35|1|N|||N|N|N
20250|2|2025|200128|10896-2664-38|2|N|||N|N|N
20250|2|2025|200129|10903-2677-41|1|N|||N|Y|N
20250|2|2025|200130|10910-2690-44|1|N|||N|N|N
20250|2|2025|200131|10917-2703-47|1|N|||N|N|N
20250|2|2025|200132|10924-2716-50|3|N|||N|N|N
20250|2|2025|200133|10931-2729-53|2|Y|60.0|90|N|N|N
20250|2|2025|200134|10938-2742-56|5|Y|90.0|90|N|N|N
20250|2|2025|200135|10945-2755-59|2|N|||N|N|N
20250|2|2025|200136|10952-2768-62|4|Y|30.0|90|N|N|N
20250|2|2025|200137|10959-2781-65|4|N|||N|N|N
20250|2|2025|200138|10966-2794-68|1|N|||N|N|N
20250|2|2025|200139|10973-2807-71|4|N|||N|N|N
20250|2|2025|200140|10980-2820-74|3|N|||N|N|N
20250|2|2025|200141|10987-2833-77|1|Y|60.0|30|N|N|N
20250|2|2025|200142|10994-2846-80|2|N|||N|N|N
20250|2|2025|200143|11001-2859-83|2|N|||N|N|N
20250|2|2025|200144|11008-2872-86|1|Y|60.0|30|N|N|N
20250|2|2025|200145|11015-2885-89|4|N|||N|N|N
20250|2|2025|200146|11022-2898-92|3|N|||N|N|N
20250|2|2025|200147|11029-2911-95|2|N|||N|N|N
20250|2|2025|200148|11036-2924-98|3|N|||Y|Y|N
20250|2|2025|200149|11043-2937-12|1|N|||N|N|N
20250|2|2025|200150|11050-2950-5|3|Y|120.0|90|N|N|N
20250|2|2025|200151|11057-2963-18|3|N|||N|N|N
20250|2|2025|200152|11064-2976-21|3|N|||Y|N|N
20250|2|2025|200153|11071-2989-24|4|Y|60.0|30|N|N|N
20250|2|2025|200154|11078-3002-27|3|N|||N|N|N
20250|2|2025|200155|11085-3015-30|5|N|||N|N|N
20250|2|2025|200156|11092-3028-33|2|Y|90.0|90|N|N|N
20250|2|2025|200157|11099-3041-36|2|N|||Y|N|N
20250|2|2025|200158|11106-3054-39|4|Y|30.0|30|N|N|N
20250|2|2025|200159|11113-3067-42|2|N|||Y|N|N
20250|2|2025|200160|11120-3080-45|2|N|||N|N|N
20250|2|2025|200161|11127-3093-48|3|N|||N|N|N
20250|2|2025|200162|11134-3106-51|2|N|||Y|N|N
20250|2|2025|200163|11141-3119-54|1|N|||N|Y|N
20250|2|2025|200164|11148-3132-57|4|Y|60.0|30|N|N|N
20250|2|2025|200165|11155-3145-60|1|N|||N|N|N
20250|2|2025|200166|11162-3158-63|2|Y|30.0|30|N|N|N
20250|2|2025|200167|11169-3171-66|4|N|||N|N|N
20250|2|2025|200168|1117631848|3|Y|120.0|30|N|N|N
20250|2|2025|200169|11183-3197-72|4|N|||N|N|N
20250|2|2025|200170|11190-3210-75|1|Y|30.0|90|N|N|N
20250|2|2025|200171|11197-3223-78|2|N|||N|N|N
20250|2|2025|200172|11204-3236-81|1|N|||Y|N|N
20250|2|2025|200173|11211-3249-84|3|N|||Y|N|N
20250|2|2025|200174|11218-3262-87|2|N|||N|N|N
20250|2|2025|200175|11225-3275-90|3|N|||Y|N|N
20250|2|2025|200176|11232-3288-93|4|N|||N|N|N
20250|2|2025|200177|11239-3301-96|2|N|||N|Y|N
20250|2|2025|200178|11246-3314-10|3|N|||N|N|N
20250|2|2025|200179|11253-3327-13|5|Y|120.0|30|N|N|N
20250|2|2025|200180|11260-3340-16|3|N|||Y|N|N
20250|2|2025|200181|11267-3353-19|5|N|||N|N|N
20250|2|2025|200182|11274-3366-22|1|N|||N|N|N
20250|2|2025|200183|11281-3379-25|4|N|||N|N|N
20250|2|2025|200184|11288-3392-28|3|Y|60.0|30|N|N|N
20250|2|2025|200185|11295-3405-31|2|Y|60.0|30|N|N|N
20250|2|2025|200186|11302-3418-34|2|N|||N|N|N
20250|2|2025|200187|11309-3431-37|3|N|||N|N|N
20250|2|2025|200188|11316-3444-40|3|N|||N|N|N
20250|2|2025|200189|11323-3457-43|3|Y|30.0|90|N|Y|N
20250|2|2025|200190|11330-3470-46|4|N|||N|N|N
20250|2|2025|200191|11337-3483-49|2|Y|90.0|90|N|N|N
20250|2|2025|200192|11344-3496-52|2|N|||N|N|N
20250|2|2025|200193|11351-3509-55|3|Y|60.0|30|N|N|N
20250|2|2025|200194|11358-3522-58|1|N|||Y|N|N
20250|2|2025|200195|11365-3535-61|2|N|||N|N|N
20250|2|2025|200196|11372-3548-64|1|N|||N|N|N
20250|2|2025|200197|11379-3561-67|2|N|||N|N|N
20250|2|2025|200198|11386-3574-70|3|N|||N|N|N
20250|2|2025|200199|11393-3587-73|2|N|||N|N|N
20250|2|2025|200200|11400-3600-76|3|Y|30.0|30|N|N|N
20250|2|2025|200201|11407-3613-79|2|N|||N|N|N
20250|2|2025|200202|11414-3626-82|2|Y|120.0|90|N|N|N
20250|2|2025|200203|11421-3639-85|4|Y|30.0|90|N|N|N
20250|2|2025|200204|11428-3652-88|4|Y|90.0|90|Y|N|N
20250|2|2025|200205|1435-3665-91|3|N|||N|N|N
20250|2|2025|200206|11442-3678-94|2|N|||N|N|N
20250|2|2025|200207|11449-3691-97|2|N|||Y|N|N
20250|2|2025|200208|11456-3704-11|5|N|||Y|N|Y
20250|2|2025|200209|11463-3717-14|2|N|||N|N|N
20250|2|2025|200210|11470-3730-17|1|Y|90.0|90|N|N|N
20250|2|2025|200211|11477-3743-20|4|N|||N|Y|N
20250|2|2025|200212|11484-3756-23|1|N|||Y|N|N
20250|2|2025|200213|11491-3769-26|3|N|||N|N|N
20250|2|2025|200214|11498-3782-29|5|N|||N|N|N
20250|2|2025|200215|11505-3795-32|5|N|||N|N|N
20250|2|2025|200216|11512-3808-35|4|N|||N|N|N
20250|2|2025|200217|11519-3821-38|1|N|||N|N|N
20250|2|2025|200218|11526-3834-41|3|N|||N|N|N
20250|2|2025|200219|11533-3847-44|1|N|||N|N|N
20250|2|2025|200220|11540-3860-47|3|N|||N|N|N
20250|2|2025|200221|11547-3873-50|1|N|||N|N|N
20250|2|2025|200222|11554-3886-53|4|N|||N|Y|N
20250|2|2025|200223|11561-899-56|3|N|||N|N|N
20250|2|2025|200224|11568-3912-59|2|N|||N|N|N
20250|2|2025|200225|11575-3925-62|3|N|||N|Y|N
20250|2|2025|200226|11582-3938-65|1|N|||N|N|N
20250|2|2025|200227|11589-3951-68|3|N|||N|N|N
20250|2|2025|200228|11596-3964-71|1|N|||N|N|N
20250|2|2025|200229|11603-3977-74|3|N|||N|N|N
20250|2|2025|200230|11610-3990-77|2|N|||N|N|N
20250|2|2025|200231|11617-4003-80|4|Y|90.0|90|N|N|N
20250|2|2025|200232|11624-4016-83|1|N|||N|N|N
20250|2|2025|200233|11631-4029-86|2|N|||N|N|N
20250|2|2025|200234|11638-4042-89|2|Y|120.0|30|N|N|N
20250|2|2025|200235|11645-4055-92|1|N|||N|N|N
20250|2|2025|200236|11652-4068-95|3|Y|90.0|90|N|N|N
20250|2|2025|200237|11659-4081-98|1|Y|60.0|90|N|N|N
20250|2|2025|200238|11666-4094-12|1|N|||N|N|N
20250|2|2025|200239|11673-4107-15|3|N|||N|N|N
20250|2|2025|200240|11680-4120-18|3|N|||N|N|N
20250|2|2025|200241|11687-4133-21|4|N|||Y|N|N
20250|2|2025|200242|11694-4146-24|1|Y|120.0|90|N|N|N
20250|2|2025|200243|11701-4159-27|3|N|||N|N|N
20250|2|2025|200244|11708-4172-30|5|N|||N|N|N
20250|2|2025|200245|11715-4185-33|3|Y|120.0|90|N|N|N
20250|2|2025|200246|11722-4198-36|1|N|||Y|N|N
20250|2|2025|200247|11729-4211-9|4|N|||N|N|N
20250|2|2025|200248|11736-4224-42|1|N|||N|N|N
20250|2|2025|200249|11743-4237-45|1|N|||N|N|N
20250|2|2025|200250|11750-4250-48|1|N|||Y|N|N
20250|2|2025|200251|11757-4263-51|1|N|||N|N|N
20250|2|2025|200252|11764-4276-54|2|N|||N|N|N
20250|2|2025|200253|11771-4289-57|2|N|||N|N|N
20250|2|2025|200254|11778-4302-60|3|N|||N|N|N
20250|2|2025|200255|11785-4315-63|1|N|||N|N|N
20250|2|2025|200256|11792-4328-66|4|N|||N|N|N
20250|2|2025|200257|11799-4341-69|2|N|||N|N|N
20250|2|2025|200258|11806-4354-72|2|N|||N|N|N
20250|2|2025|200259|11813-4367-75|2|N|||N|N|N
20250|2|2025|200260|11820-4380-78|3|N|||N|N|N
20250|2|2025|200261|11827-4393-81|2|N|||N|N|N
20250|2|2025|200262|11834-4406-84|1|N|||N|N|N
20250|2|2025|200263|11841-4419-87|3|N|||N|N|N
20250|2|2025|200264|11848-4432-90|1|Y|60.0|30|N|N|N
20250|2|2025|200265|1185544458|4|N|||N|N|N
20250|2|2025|200266|11862-4458-96|4|N|||N|N|N
20250|2|2025|200267|11869-4471-10|4|N|||N|N|N
20250|2|2025|200268|11876-4484-13|2|N|||N|N|N
20250|2|2025|200269|11883-4497-16|2|N|||N|N|N
20250|2|2025|200270|11890-4510-19|2|N|||N|N|N
20250|2|2025|200271|11897-4523-22|1|N|||N|N|N
20250|2|2025|200272|11904-4536-25|3|N|||N|N|N
20250|2|2025|200273|11911-4549-28|5|N|||Y|Y|Y
20250|2|2025|200274|11918-4562-31|1|Y|30.0|30|N|Y|N
20250|2|2025|200275|11925-4575-34|1|N|||N|N|N
20250|2|2025|200276|11932-4588-37|3|N|||Y|N|N
20250|2|2025|200277|11939-4601-40|2|N|||N|N|N
20250|2|2025|200278|11946-4614-43|1|N|||N|N|N
20250|2|2025|200279|11953-4627-46|4|N|||N|N|N
20250|2|2025|200280|11960-4640-49|4|Y|30.0|90|N|N|N
20250|2|2025|200281|11967-4653-52|1|N|||N|N|N
20250|2|2025|200282|11974-4666-55|1|N|||N|N|N
20250|2|2025|200283|11981-4679-58|3|N|||N|N|N
20250|2|2025|200284|11988-4692-61|1|N|||N|N|N
20250|2|2025|200285|11995-4705-64|2|N|||N|N|N
20250|2|2025|200286|12002-4718-67|2|N|||Y|N|N
20250|2|2025|200287|12009-4731-70|5|Y|30.0|90|N|N|N
20250|2|2025|200288|12016-4744-73|2|N|||N|N|N
20250|2|2025|200289|12023-4757-76|1|N|||N|N|N
20250|2|2025|200290|12030-4770-79|2|N|||N|N|N
20250|2|2025|200291|12037-4783-82|1|N|||N|N|N
20250|2|2025|200292|12044-4796-85|2|N|||N|N|N
20250|2|2025|200293|12051-4809-88|1|N|||N|N|N
20250|2|2025|200294|12058-4822-91|1|N|||N|N|N
20250|2|2025|200295|12065-4835-94|4|N|||N|N|N
20250|2|2025|200296|12072-4848-97|1|N|||N|N|N
20250|2|2025|200297|12079-4861-11|1|N|||N|N|N
20250|2|2025|200298|12086-4874-14|2|Y|60.0|30|N|N|N
20250|2|2025|200299|12093-4887-17|2|N|||Y|Y|N
20250|2|2025|200300|12100-4900-20|2|N|||Y|N|N
20250|2|2025|200301|12107-4913-23|1|N|||N|N|N
20250|2|2025|200302|2114-4926-26|3|N|||N|N|N
20250|2|2025|200303|12121-4939-29|1|Y|90.0|30|N|N|N
20250|2|2025|200304|12128-4952-32|1|N|||N|N|N
20250|2|2025|200305|12135-4965-35|4|N|||Y|N|N
20250|2|2025|200306|12142-4978-38|5|N|||N|N|N
20250|2|2025|200307|12149-4991-41|2|N|||N|N|N
20250|2|2025|200308|12156-5004-44|4|N|||N|N|N
20250|2|2025|200309|12163-5017-47|4|N|||N|N|N
20250|2|2025|200310|12170-5030-50|1|N|||Y|N|N
20250|2|2025|200311|12177-5043-53|3|N|||Y|N|N
20250|2|2025|200312|12184-5056-56|2|N|||N|N|N
20250|2|2025|200313|12191-5069-59|3|N|||N|N|N
20250|2|2025|200314|12198-5082-62|1|N|||N|Y|N
20250|2|2025|200315|12205-5095-65|1|N|||N|N|N
20250|2|2025|200316|12212-5108-68|3|N|||N|N|N
20250|2|2025|200317|12219-5121-71|1|N|||N|N|N
20250|2|2025|200318|12226-5134-74|1|N|||N|N|N
20250|2|2025|200319|12233-5147-77|2|N|||N|N|N
20250|2|2025|200320|12240-160-80|3|N|||N|N|N
20250|2|2025|200321|12247-5173-83|3|N|||N|N|N
20250|2|2025|200322|12254-5186-86|1|Y|90.0|30|N|N|N
20250|2|2025|200323|12261-5199-89|3|N|||N|N|N
20250|2|2025|200324|12268-5212-92|1|N|||N|Y|N
20250|2|2025|200325|12275-5225-95|1|N|||N|N|N
20250|2|2025|200326|12282-5238-98|4|N|||N|N|N
20250|2|2025|200327|12289-5251-12|4|N|||N|N|N
20250|2|2025|200328|12296-5264-15|3|N|||N|N|N
20250|2|2025|200329|12303-5277-18|2|N|||N|Y|N
20250|2|2025|200330|12310-5290-21|3|N|||N|N|N
20250|2|2025|200331|12317-5303-24|5|Y|60.0|30|N|N|N
20250|2|2025|200332|12324-5316-27|4|N|||N|N|N
20250|2|2025|200333|12331-5329-30|3|N|||N|N|N
20250|2|2025|200334|12338-5342-33|2|N|||N|N|N
20250|2|2025|200335|12345-5355-36|1|Y|90.0|90|N|N|N
20250|2|2025|200336|12352-5368-39|1|N|||N|N|N
20250|2|2025|200337|12359-5381-42|5|N|||N|N|N
20250|2|2025|200338|12366-5394-45|1|N|||Y|N|N
20250|2|2025|200339|12373-5407-48|2|Y|120.0|90|N|N|N
20250|2|2025|200340|12380-5420-51|2|Y|90.0|30|N|N|N
20250|2|2025|200341|12387-5433-54|2|N|||N|N|N
20250|2|2025|200342|12394-5446-57|4|N|||Y|N|N
20250|2|2025|200343|12401-5459-60|3|N|||N|N|N
20250|2|2025|200344|12408-5472-3|5|N|||Y|N|Y
20250|2|2025|200345|12415-5485-66|2|Y|60.0|90|Y|N|N
20250|2|2025|200346|12422-5498-69|2|N|||N|N|N
20250|2|2025|200347|12429-5511-72|5|Y|90.0|30|N|Y|N
20250|2|2025|200348|12436-5524-75|1|N|||Y|N|N
20250|2|2025|200349|12443-5537-78|1|N|||Y|N|N
20250|2|2025|200350|12450-5550-81|3|N|||N|N|N
20250|2|2025|200351|12457-5563-84|4|N|||N|N|N
20250|2|2025|200352|12464-5576-87|1|N|||N|N|N
20250|2|2025|200353|12471-5589-90|1|N|||N|N|N
20250|2|2025|200354|12478-5602-93|5|Y|120.0|30|N|N|N
20250|2|2025|200355|12485-5615-96|2|N|||N|N|N
20250|2|2025|200356|12492-5628-10|1|Y|30.0|90|N|N|N
20250|2|2025|200357|12499-5641-13|4|N|||Y|N|N
20250|2|2025|200358|12506-5654-16|2|N|||N|N|N
20250|2|2025|200359|12513-5667-19|1|N|||N|N|N
20250|2|2025|200360|12520-5680-22|3|Y|90.0|90|N|N|N
20250|2|2025|200361|12527-5693-25|2|Y|120.0|30|N|N|N
20250|2|2025|200362|1253457060|2|Y|60.0|90|N|N|N
20250|2|2025|200363|12541-5719-31|3|N|||N|N|N
20250|2|2025|200364|12548-5732-34|3|N|||N|N|N
20250|2|2025|200365|12555-5745-37|2|Y|90.0|90|N|N|N
20250|2|2025|200366|12562-5758-40|3|Y|60.0|90|N|N|N
20250|2|2025|200367|12569-5771-43|1|N|||N|N|N
20250|2|2025|200368|12576-5784-46|1|N|||N|N|N
20250|2|2025|200369|12583-5797-49|2|N|||N|N|N
20250|2|2025|200370|12590-5810-52|2|N|||N|N|N
20250|2|2025|200371|12597-5823-55|2|N|||N|N|N
20250|2|2025|200372|12604-5836-58|1|N|||Y|N|N
20250|2|2025|200373|12611-5849-61|1|N|||N|N|N
20250|2|2025|200374|12618-5862-64|2|N|||N|N|N
20250|2|2025|200375|12625-5875-67|2|N|||Y|N|N
20250|2|2025|200376|12632-5888-70|1|N|||N|N|N
20250|2|2025|200377|12639-5901-73|2|N|||N|N|N
20250|2|2025|200378|12646-5914-76|2|Y|90.0|30|N|N|N
20250|2|2025|200379|12653-5927-79|3|N|||N|N|N
20250|2|2025|200380|12660-5940-82|2|N|||N|Y|N
20250|2|2025|200381|12667-5953-85|2|N|||N|N|N
20250|2|2025|200382|12674-5966-88|2|N|||N|N|N
20250|2|2025|200383|12681-5979-91|3|N|||N|N|N
20250|2|2025|200384|12688-5992-94|1|N|||N|N|N
20250|2|2025|200385|12695-6005-97|2|N|||N|Y|N
20250|2|2025|200386|12702-6018-11|2|N|||N|N|N
20250|2|2025|200387|12709-6031-14|1|N|||N|N|N
20250|2|2025|200388|12716-6044-17|4|N|||N|Y|N
20250|2|2025|200389|12723-6057-20|2|N|||N|N|N
20250|2|2025|200390|12730-6070-23|3|N|||N|N|N
20250|2|2025|200391|12737-6083-26|2|N|||N|N|N
20250|2|2025|200392|12744-6096-29|5|N|||Y|N|Y
20250|2|2025|200393|12751-6109-32|2|N|||N|Y|N
20250|2|2025|200394|12758-6122-35|4|Y|90.0|90|N|N|N
20250|2|2025|200395|12765-6135-38|1|N|||Y|N|N
20250|2|2025|200396|12772-6148-41|5|Y|30.0|30|N|N|N
20250|2|2025|200397|12779-6161-44|3|N|||N|N|N
20250|2|2025|200398|12786-6174-47|3|Y|120.0|90|N|N|N
20250|2|2025|200399|2793-6187-50|3|Y|90.0|30|Y|N|N
20250|2|2025|200400|12800-6200-53|3|N|||N|N|N
20250|2|2025|200401|12807-6213-56|1|N|||Y|N|N
20250|2|2025|200402|12814-6226-59|1|N|||N|N|N
20250|2|2025|200403|12821-6239-62|4|N|||Y|N|N
20250|2|2025|200404|12828-6252-65|3|N|||N|N|N
20250|2|2025|200405|12835-6265-68|1|N|||N|N|N
20250|2|2025|200406|12842-6278-71|1|N|||N|N|N
20250|2|2025|200407|12849-6291-74|4|N|||N|N|N
20250|2|2025|200408|12856-6304-77|2|N|||N|N|N
20250|2|2025|200409|12863-6317-80|1|N|||N|N|N
20250|2|2025|200410|12870-6330-83|1|N|||N|N|N
20250|2|2025|200411|12877-6343-86|4|Y|30.0|30|N|N|N
20250|2|2025|200412|12884-6356-89|3|Y|120.0|90|N|N|N
20250|2|2025|200413|12891-6369-92|2|Y|30.0|90|N|N|N
20250|2|2025|200414|12898-6382-95|2|N|||N|N|N
20250|2|2025|200415|12905-6395-98|1|N|||N|N|N
20250|2|2025|200416|12912-6408-12|3|N|||N|N|N
20250|2|2025|200417|12919-421-15|2|N|||N|N|N
20250|2|2025|200418|12926-6434-18|4|Y|90.0|30|N|N|N
20250|2|2025|200419|12933-6447-21|2|N|||N|N|N
20250|2|2025|200420|12940-6460-24|3|N|||N|Y|N
20250|2|2025|200421|12947-6473-27|2|N|||N|N|N
20250|2|2025|200422|12954-6486-30|4|N|||N|N|N
20250|2|2025|200423|12961-6499-33|1|N|||Y|Y|N
20250|2|2025|200424|12968-6512-36|1|N|||N|N|N
20250|2|2025|200425|12975-6525-39|1|N|||N|N|N
20250|2|2025|200426|12982-6538-42|3|Y|60.0|90|N|N|N
20250|2|2025|200427|12989-6551-45|1|N|||N|N|N
20250|2|2025|200428|12996-6564-48|4|Y|120.0|30|N|N|N
20250|2|2025|200429|13003-6577-51|4|N|||N|N|N
20250|2|2025|200430|13010-6590-54|1|N|||N|Y|N
20250|2|2025|200431|13017-6603-57|1|Y|120.0|90|N|N|N
20250|2|2025|200432|13024-6616-60|2|Y|120.0|90|N|N|N
20250|2|2025|200433|13031-6629-63|3|N|||Y|N|N
20250|2|2025|200434|13038-6642-66|3|N|||N|N|N
20250|2|2025|200435|13045-6655-69|1|N|||Y|Y|N
