CONTRACT_ID|PLAN_ID|SEGMENT_ID|COVERAGE_LEVEL|TIER|DAYS_SUPPLY|COST_TYPE_PREF|COST_AMT_PREF|COST_MIN_AMT_PREF|COST_MAX_AMT_PREF|COST_TYPE_NONPREF|COST_AMT_NONPREF|COST_MIN_AMT_NONPREF|COST_MAX_AMT_NONPREF|COST_TYPE_MAIL_PREF|COST_AMT_MAIL_PREF|COST_MIN_AMT_MAIL_PREF|COST_MAX_AMT_MAIL_PREF|COST_TYPE_MAIL_NONPREF|COST_AMT_MAIL_NONPREF|COST_MIN_AMT_MAIL_NONPREF|COST_MAX_AMT_MAIL_NONPREF|TIER_SPECIALTY_YN|DED_APPLIES_YN
H1001|001|000|3|1|4|1|6.39|||1|8.63|||1|5.43|||1|7.35|||N|N
H1001|001|000|3|2|1|1|19.18|||1|25.89|||1|16.30|||1|22.06|||N|N
H1001|001|000|3|2|2|1|57.54|||1|77.68|||1|48.91|||1|66.17|||N|N
H1001|001|000|3|2|4|1|38.36|||1|51.79|||1|32.61|||1|44.12|||N|N
H1001|001|000|3|3|1|1|71.93|||1|97.10|||1|61.14|||1|82.72|||N|Y
H1001|001|000|3|3|2|1|215.78|||1|291.31|||1|183.42|||1|248.15|||N|Y
H1001|001|000|3|3|4|1|143.86|||1|194.21|||1|122.28|||1|165.43|||N|Y
H1001|001|000|3|4|1|1|151.85|||1|204.99|||1|129.07|||1|174.63|||N|Y
H1001|001|000|3|4|2|1|455.54|||1|614.98|||1|387.21|||1|523.88|||N|Y
H1001|001|000|3|4|4|1|303.70|||1|409.99|||1|258.14|||1|349.25|||N|Y
H1001|001|000|3|5|1|2|33.0|191.81|1246.75|2|33.0|258.94|1683.12|2|33.0|163.04|1059.74|2|33.0|220.58|1433.76|Y|Y
H1001|001|000|3|5|2|2|33.0|575.42|3740.26|2|33.0|776.82|5049.35|2|33.0|489.11|3179.22|2|33.0|661.74|4301.29|Y|Y
H1001|001|000|3|5|4|2|33.0|383.62|2493.50|2|33.0|517.88|3366.23|2|33.0|326.07|2119.48|2|33.0|441.16|2867.53|Y|Y
H2002|001|001|0|1|1|1|1.72|||1|2.32|||1|1.46|||1|1.98|||N|N
H2002|001|001|0|1|2|1|5.16|||1|6.96|||1|4.38|||1|5.93|||N|N
H2002|001|001|0|1|4|1|3.44|||1|4.64|||1|2.92|||1|3.95|||N|N
H2002|001|001|0|2|1|1|10.32|||1|13.93|||1|8.77|||1|11.86|||N|N
H2002|001|001|0|2|2|1|30.95|||1|41.78|||1|26.31|||1|35.59|||N|N
H2002|001|001|0|2|4|1|20.63|||1|27.85|||1|17.54|||1|23.73|||N|N
H2002|001|001|0|3|1|1|38.69|||1|52.23|||1|32.88|||1|44.49|||N|Y
H2002|001|001|0|3|2|1|116.06|||1|156.68|||1|98.65|||1|133.47|||N|Y
H2002|001|001|0|3|4|1|77.37|||1|104.45|||1|65.77|||1|88.98|||N|Y
H2002|001|001|0|4|1|1|81.67|||1|110.25|||1|69.42|||1|93.92|||N|Y
H2002|001|001|0|4|2|1|245.01|||1|330.76|||1|208.26|||1|281.76|||N|Y
H2002|001|001|0|4|4|1|163.34|||1|220.51|||1|138.84|||1|187.84|||N|Y
H2002|001|001|0|5|1|2|33.0|103.16|670.55|2|33.0|139.27|905.24|2|33.0|87.69|569.97|2|33.0|118.64|771.13|Y|Y
H2002|001|001|0|5|2|2|33.0|309.48|2011.65|2|33.0|417.80|2715.73|2|33.0|263.06|1709.90|2|33.0|355.91|2313.40|Y|Y
H2002|001|001|0|5|4|2|33.0|206.32|1341.10|2|33.0|278.54|1810.49|2|33.0|175.37|1139.94|2|33.0|237.27|1542.27|Y|Y
H2002|001|001|1|1|1|1|1.72|||1|2.32|||1|1.46|||1|1.98|||N|N
H2002|001|001|1|1|2|1|5.16|||1|6.96|||1|4.38|||1|5.93|||N|N
H2002|001|001|1|1|4|1|3.44|||1|4.64|||1|2.92|||1|3.95|||N|N
H2002|001|001|1|2|1|1|10.32|||1|13.93|||1|8.77|||1|11.86|||N|N
H2002|001|001|1|2|2|1|30.95|||1|41.78|||1|26.31|||1|35.59|||N|N
H2002|001|001|1|2|4|1|20.63|||1|27.85|||1|17.54|||1|23.73|||N|N
H2002|001|001|1|3|1|1|38.69|||1|52.23|||1|32.88|||1|44.49|||N|Y
H2002|001|001|1|3|2|1|116.06|||1|156.68|||1|98.65|||1|133.47|||N|Y
H2002|001|001|1|3|4|1|77.37|||1|104.45|||1|65.77|||1|88.98|||N|Y
H2002|001|001|1|4|1|1|81.67|||1|110.25|||1|69.42|||1|93.92|||N|Y
H2002|001|001|1|4|2|1|245.01|||1|330.76|||1|208.26|||1|281.76|||N|Y
H2002|001|001|1|4|4|1|163.34|||1|220.51|||1|138.84|||1|187.84|||N|Y
H2002|001|001|1|5|1|2|33.0|103.16|670.55|2|33.0|139.27|905.24|2|33.0|87.69|569.97|2|33.0|118.64|771.13|Y|Y
H2002|001|001|1|5|2|2|33.0|309.48|2011.65|2|33.0|417.80|2715.73|2|33.0|263.06|1709.90|2|33.0|355.91|2313.40|Y|Y
H2002|001|001|1|5|4|2|33.0|206.32|1341.10|2|33.0|278.54|1810.49|2|33.0|175.37|1139.94|2|33.0|237.27|1542.27|Y|Y
H2002|001|001|3|1|1|1|1.72|||1|2.32|||1|1.46|||1|1.98|||N|N
H2002|001|001|3|1|2|1|5.16|||1|6.96|||1|4.38|||1|5.93|||N|N
H2002|001|001|3|1|4|1|3.44|||1|4.64|||1|2.92|||1|3.95|||N|N
H2002|001|001|3|2|1|1|10.32|||1|13.93|||1|8.77|||1|11.86|||N|N
H2002|001|001|3|2|2|1|30.95|||1|41.78|||1|26.31|||1|35.59|||N|N
H2002|001|001|3|2|4|1|20.63|||1|27.85|||1|17.54|||1|23.73|||N|N
H2002|001|001|3|3|1|1|38.69|||1|52.23|||1|32.88|||1|44.49|||N|Y
H2002|001|001|3|3|2|1|116.06|||1|156.68|||1|98.65|||1|133.47|||N|Y
H2002|001|001|3|3|4|1|77.37|||1|104.45|||1|65.77|||1|88.98|||N|Y
H2002|001|001|3|4|1|1|81.67|||1|110.25|||1|69.42|||1|93.92|||N|Y
H2002|001|001|3|4|2|1|245.01|||1|330.76|||1|208.26|||1|281.76|||N|Y
H2002|001|001|3|4|4|1|163.34|||1|220.51|||1|138.84|||1|187.84|||N|Y
H2002|001|001|3|5|1|2|33.0|103.16|670.55|2|33.0|139.27|905.24|2|33.0|87.69|569.97|2|33.0|118.64|771.13|Y|Y
H2002|001|001|3|5|2|2|33.0|309.48|2011.65|2|33.0|417.80|2715.73|2|33.0|263.06|1709.90|2|33.0|355.91|2313.40|Y|Y
H2002|001|001|3|5|4|2|33.0|206.32|1341.10|2|33.0|278.54|1810.49|2|33.0|175.37|1139.94|2|33.0|237.27|1542.27|Y|Y
H3003|001|002|0|1|1|1|2.13|||1|2.88|||1|1.81|||1|2.45|||N|N
H3003|001|002|0|1|2|1|6.39|||1|8.63|||1|5.43|||1|7.35|||N|N
H3003|001|002|0|1|4|1|4.26|||1|5.75|||1|3.62|||1|4.90|||N|N
H3003|001|002|0|2|1|1|12.78|||1|17.25|||1|10.86|||1|14.70|||N|N
H3003|001|002|0|2|2|1|38.34|||1|51.75|||1|32.59|||1|44.09|||N|N
H3003|001|002|0|2|4|1|25.56|||1|34.50|||1|21.72|||1|29.39|||N|N
H3003|001|002|0|3|1|1|47.92|||1|64.69|||1|40.73|||1|55.11|||N|Y
H3003|001|002|0|3|2|1|143.76|||1|194.07|||1|122.19|||1|165.32|||N|Y
H3003|001|002|0|3|4|1|95.84|||1|129.38|||1|81.46|||1|110.22|||N|Y
H3003|001|002|0|4|1|1|101.16|||1|136.57|||1|85.99|||1|116.34|||N|Y
H3003|001|002|0|4|2|1|303.49|||1|409.71|||1|257.97|||1|349.01|||N|Y
H3003|001|002|0|4|4|1|202.33|||1|273.14|||1|171.98|||1|232.68|||N|Y
H3003|001|002|0|5|1|2|33.0|127.79|830.61|2|33.0|172.51|1121.32|2|33.0|108.62|706.02|2|33.0|146.95|955.20|Y|Y
H3003|001|002|0|5|2|2|33.0|383.36|2491.82|2|33.0|517.53|3363.96|2|33.0|325.85|2118.05|2|33.0|440.86|2865.59|Y|Y
H3003|001|002|0|5|4|2|33.0|255.57|1661.21|2|33.0|345.02|2242.64|2|33.0|217.24|1412.03|2|33.0|293.91|1910.39|Y|Y
H3003|001|002|1|1|1|1|2.13|||1|2.88|||1|1.81|||1|2.45|||N|N
H3003|001|002|1|1|2|1|6.39|||1|8.63|||1|5.43|||1|7.35|||N|N
H3003|001|002|1|1|4|1|4.26|||1|5.75|||1|3.62|||1|4.90|||N|N
H3003|001|002|1|2|1|1|12.78|||1|17.25|||1|10.86|||1|14.70|||N|N
H3003|001|002|1|2|2|1|38.34|||1|51.75|||1|32.59|||1|44.09|||N|N
H3003|001|002|1|2|4|1|25.56|||1|34.50|||1|21.72|||1|29.39|||N|N
H3003|001|002|1|3|1|1|47.92|||1|64.69|||1|40.73|||1|55.11|||N|Y
H3003|001|002|1|3|2|1|143.76|||1|194.07|||1|122.19|||1|165.32|||N|Y
H3003|001|002|1|3|4|1|95.84|||1|129.38|||1|81.46|||1|110.22|||N|Y
H3003|001|002|1|4|1|1|101.16|||1|136.57|||1|85.99|||1|116.34|||N|Y
H3003|001|002|1|4|2|1|303.49|||1|409.71|||1|257.97|||1|349.01|||N|Y
H3003|001|002|1|4|4|1|202.33|||1|273.14|||1|171.98|||1|232.68|||N|Y
H3003|001|002|1|5|1|2|33.0|127.79|830.61|2|33.0|172.51|1121.32|2|33.0|108.62|706.02|2|33.0|146.95|955.20|Y|Y
H3003|001|002|1|5|2|2|33.0|383.36|2491.82|2|33.0|517.53|3363.96|2|33.0|325.85|2118.05|2|33.0|440.86|2865.59|Y|Y
H3003|001|002|1|5|4|2|33.0|255.57|1661.21|2|33.0|345.02|2242.64|2|33.0|217.24|1412.03|2|33.0|293.91|1910.39|Y|Y
H3003|001|002|3|1|1|1|2.13|||1|2.88|||1|1.81|||1|2.45|||N|N
H3003|001|002|3|1|2|1|6.39|||1|8.63|||1|5.43|||1|7.35|||N|N
H3003|001|002|3|1|4|1|4.26|||1|5.75|||1|3.62|||1|4.90|||N|N
H3003|001|002|3|2|1|1|12.78|||1|17.25|||1|10.86|||1|14.70|||N|N
H3003|001|002|3|2|2|1|38.34|||1|51.75|||1|32.59|||1|44.09|||N|N
H3003|001|002|3|2|4|1|25.56|||1|34.50|||1|21.72|||1|29.39|||N|N
H3003|001|002|3|3|1|1|47.92|||1|64.69|||1|40.73|||1|55.11|||N|Y
H3003|001|002|3|3|2|1|143.76|||1|194.07|||1|122.19|||1|165.32|||N|Y
H3003|001|002|3|3|4|1|95.84|||1|129.38|||1|81.46|||1|110.22|||N|Y
H3003|001|002|3|4|1|1|101.16|||1|136.57|||1|85.99|||1|116.34|||N|Y
H3003|001|002|3|4|2|1|303.49|||1|409.71|||1|257.97|||1|349.01|||N|Y
H3003|001|002|3|4|4|1|202.33|||1|273.14|||1|171.98|||1|232.68|||N|Y
H3003|001|002|3|5|1|2|33.0|127.79|830.61|2|33.0|172.51|1121.32|2|33.0|108.62|706.02|2|33.0|146.95|955.20|Y|Y
H3003|001|002|3|5|2|2|33.0|383.36|2491.82|2|33.0|517.53|3363.96|2|33.0|325.85|2118.05|2|33.0|440.86|2865.59|Y|Y
H3003|001|002|3|5|4|2|33.0|255.57|1661.21|2|33.0|345.02|2242.64|2|33.0|217.24|1412.03|2|33.0|293.91|1910.39|Y|Y
S4004|001|000|0|1|1|1|2.70|||1|3.65|||1|2.30|||1|3.11|||N|N
S4004|001|000|0|1|2|1|8.11|||1|10.95|||1|6.90|||1|9.33|||N|N
S4004|001|000|0|1|4|1|5.41|||1|7.30|||1|4.60|||1|6.22|||N|N
S4004|001|000|0|2|1|1|16.23|||1|21.90|||1|13.79|||1|18.66|||N|N
S4004|001|000|0|2|2|1|48.68|||1|65.71|||1|41.38|||1|55.98|||N|N
S4004|001|000|0|2|4|1|32.45|||1|43.81|||1|27.58|||1|37.32|||N|N
S4004|001|000|0|3|1|1|60.85|||1|82.14|||1|51.72|||1|69.97|||N|Y
S4004|001|000|0|3|2|1|182.54|||1|246.43|||1|155.16|||1|209.92|||N|Y
S4004|001|000|0|3|4|1|121.69|||1|164.29|||1|103.44|||1|139.95|||N|Y
S4004|001|000|0|4|1|1|128.46|||1|173.41|||1|109.19|||1|147.72|||N|Y
S4004|001|000|0|4|2|1|385.37|||1|520.24|||1|327.56|||1|443.17|||N|Y
S4004|001|000|0|4|4|1|256.91|||1|346.83|||1|218.37|||1|295.45|||N|Y
S4004|001|000|0|5|1|2|33.0|162.26|1054.68|2|33.0|219.05|1423.82|2|33.0|137.92|896.48|2|33.0|186.60|1212.89|Y|Y
S4004|001|000|0|5|2|2|33.0|486.78|3164.05|2|33.0|657.15|4271.47|2|33.0|413.76|2689.45|2|33.0|559.79|3638.66|Y|Y
S4004|001|000|0|5|4|2|33.0|324.52|2109.37|2|33.0|438.10|2847.65|2|33.0|275.84|1792.96|2|33.0|373.20|2425.78|Y|Y
S4004|001|000|1|1|1|1|2.70|||1|3.65|||1|2.30|||1|3.11|||N|N
S4004|001|000|1|1|2|1|8.11|||1|10.95|||1|6.90|||1|9.33|||N|N
S4004|001|000|1|1|4|1|5.41|||1|7.30|||1|4.60|||1|6.22|||N|N
S4004|001|000|1|2|1|1|16.23|||1|21.90|||1|13.79|||1|18.66|||N|N
S4004|001|000|1|2|2|1|48.68|||1|65.71|||1|41.38|||1|55.98|||N|N
S4004|001|000|1|2|4|1|32.45|||1|43.81|||1|27.58|||1|37.32|||N|N
S4004|001|000|1|3|1|1|60.85|||1|82.14|||1|51.72|||1|69.97|||N|Y
S4004|001|000|1|3|2|1|182.54|||1|246.43|||1|155.16|||1|209.92|||N|Y
S4004|001|000|1|3|4|1|121.69|||1|164.29|||1|103.44|||1|139.95|||N|Y
S4004|001|000|1|4|1|1|128.46|||1|173.41|||1|109.19|||1|147.72|||N|Y
S4004|001|000|1|4|2|1|385.37|||1|520.24|||1|327.56|||1|443.17|||N|Y
S4004|001|000|1|4|4|1|256.91|||1|346.83|||1|218.37|||1|295.45|||N|Y
S4004|001|000|1|5|1|2|33.0|162.26|1054.68|2|33.0|219.05|1423.82|2|33.0|137.92|896.48|2|33.0|186.60|1212.89|Y|Y
S4004|001|000|1|5|2|2|33.0|486.78|3164.05|2|33.0|657.15|4271.47|2|33.0|413.76|2689.45|2|33.0|559.79|3638.66|Y|Y
S4004|001|000|1|5|4|2|33.0|324.52|2109.37|2|33.0|438.10|2847.65|2|33.0|275.84|1792.96|2|33.0|373.20|2425.78|Y|Y
S4004|001|000|3|1|1|1|2.70|||1|3.65|||1|2.30|||1|3.11|||N|N
S4004|001|000|3|1|2|1|8.11|||1|10.95|||1|6.90|||1|9.33|||N|N
S4004|001|000|3|1|4|1|5.41|||1|7.30|||1|4.60|||1|6.22|||N|N
S4004|001|000|3|2|1|1|16.23|||1|21.90|||1|13.79|||1|18.66|||N|N
S4004|001|000|3|2|2|1|48.68|||1|65.71|||1|41.38|||1|55.98|||N|N
S4004|001|000|3|2|4|1|32.45|||1|43.81|||1|27.58|||1|37.32|||N|N
S4004|001|000|3|3|1|1|60.85|||1|82.14|||1|51.72|||1|69.97|||N|Y
S4004|001|000|3|3|2|1|182.54|||1|246.43|||1|155.16|||1|209.92|||N|Y
S4004|001|000|3|3|4|1|121.69|||1|164.29|||1|103.44|||1|139.95|||N|Y
S4004|001|000|3|4|1|1|128.46|||1|173.41|||1|109.19|||1|147.72|||N|Y
S4004|001|000|3|4|2|1|385.37|||1|520.24|||1|327.56|||1|443.17|||N|Y
S4004|001|000|3|4|4|1|256.91|||1|346.83|||1|218.37|||1|295.45|||N|Y
S4004|001|000|3|5|1|2|33.0|162.26|1054.68|2|33.0|219.05|1423.82|2|33.0|137.92|896.48|2|33.0|186.60|1212.89|Y|Y
S4004|001|000|3|5|2|2|33.0|486.78|3164.05|2|33.0|657.15|4271.47|2|33.0|413.76|2689.45|2|33.0|559.79|3638.66|Y|Y
S4004|001|000|3|5|4|2|33.0|324.52|2109.37|2|33.0|438.10|2847.65|2|33.0|275.84|1792.96|2|33.0|373.20|2425.78|Y|Y
H1001|002|001|0|1|1|1|2.13|||1|2.88|||1|1.81|||1|2.45|||N|N
H1001|002|001|0|1|2|1|6.39|||1|8.63|||1|5.43|||1|7.35|||N|N
H1001|002|001|0|1|4|1|4.26|||1|5.75|||1|3.62|||1|4.90|||N|N
H1001|002|001|0|2|1|1|12.78|||1|17.25|||1|10.86|||1|14.70|||N|N
H1001|002|001|0|2|2|1|38.34|||1|51.75|||1|32.59|||1|44.09|||N|N
H1001|002|001|0|2|4|1|25.56|||1|34.50|||1|21.72|||1|29.39|||N|N
H1001|002|001|0|3|1|1|47.92|||1|64.69|||1|40.73|||1|55.11|||N|Y
H1001|002|001|0|3|2|1|143.76|||1|194.07|||1|122.19|||1|165.32|||N|Y
H1001|002|001|0|3|4|1|95.84|||1|129.38|||1|81.46|||1|110.22|||N|Y
H1001|002|001|0|4|1|1|101.16|||1|136.57|||1|85.99|||1|116.34|||N|Y
H1001|002|001|0|4|2|1|303.49|||1|409.71|||1|257.97|||1|349.01|||N|Y
H1001|002|001|0|4|4|1|202.33|||1|273.14|||1|171.98|||1|232.68|||N|Y
H1001|002|001|0|5|1|2|33.0|127.79|830.61|2|33.0|172.51|1121.32|2|33.0|108.62|706.02|2|33.0|146.95|955.20|Y|Y
H1001|002|001|0|5|2|2|33.0|383.36|2491.82|2|33.0|517.53|3363.96|2|33.0|325.85|2118.05|2|33.0|440.86|2865.59|Y|Y
H1001|002|001|0|5|4|2|33.0|255.57|1661.21|2|33.0|345.02|2242.64|2|33.0|217.24|1412.03|2|33.0|293.91|1910.39|Y|Y
H1001|002|001|1|1|1|1|2.13|||1|2.88|||1|1.81|||1|2.45|||N|N
H1001|002|001|1|1|2|1|6.39|||1|8.63|||1|5.43|||1|7.35|||N|N
H1001|002|001|1|1|4|1|4.26|||1|5.75|||1|3.62|||1|4.90|||N|N
H1001|002|001|1|2|1|1|12.78|||1|17.25|||1|10.86|||1|14.70|||N|N
H1001|002|001|1|2|2|1|38.34|||1|51.75|||1|32.59|||1|44.09|||N|N
H1001|002|001|1|2|4|1|25.56|||1|34.50|||1|21.72|||1|29.39|||N|N
H1001|002|001|1|3|1|1|47.92|||1|64.69|||1|40.73|||1|55.11|||N|Y
H1001|002|001|1|3|2|1|143.76|||1|194.07|||1|122.19|||1|165.32|||N|Y
H1001|002|001|1|3|4|1|95.84|||1|129.38|||1|81.46|||1|110.22|||N|Y
H1001|002|001|1|4|1|1|101.16|||1|136.57|||1|85.99|||1|116.34|||N|Y
H1001|002|001|1|4|2|1|303.49|||1|409.71|||1|257.97|||1|349.01|||N|Y
H1001|002|001|1|4|4|1|202.33|||1|273.14|||1|171.98|||1|232.68|||N|Y
H1001|002|001|1|5|1|2|33.0|127.79|830.61|2|33.0|172.51|1121.32|2|33.0|108.62|706.02|2|33.0|146.95|955.20|Y|Y
H1001|002|001|1|5|2|2|33.0|383.36|2491.82|2|33.0|517.53|3363.96|2|33.0|325.85|2118.05|2|33.0|440.86|2865.59|Y|Y
H1001|002|001|1|5|4|2|33.0|255.57|1661.21|2|33.0|345.02|2242.64|2|33.0|217.24|1412.03|2|33.0|293.91|1910.39|Y|Y
H1001|002|001|3|1|1|1|2.13|||1|2.88|||1|1.81|||1|2.45|||N|N
H1001|002|001|3|1|2|1|6.39|||1|8.63|||1|5.43|||1|7.35|||N|N
H1001|002|001|3|1|4|1|4.26|||1|5.75|||1|3.62|||1|4.90|||N|N
H1001|002|001|3|2|1|1|12.78|||1|17.25|||1|10.86|||1|14.70|||N|N
H1001|002|001|3|2|2|1|38.34|||1|51.75|||1|32.59|||1|44.09|||N|N
H1001|002|001|3|2|4|1|25.56|||1|34.50|||1|21.72|||1|29.39|||N|N
H1001|002|001|3|3|1|1|47.92|||1|64.69|||1|40.73|||1|55.11|||N|Y
H1001|002|001|3|3|2|1|143.76|||1|194.07|||1|122.19|||1|165.32|||N|Y
H1001|002|001|3|3|4|1|95.84|||1|129.38|||1|81.46|||1|110.22|||N|Y
H1001|002|001|3|4|1|1|101.16|||1|136.57|||1|85.99|||1|116.34|||N|Y
H1001|002|001|3|4|2|1|303.49|||1|409.71|||1|257.97|||1|349.01|||N|Y
H1001|002|001|3|4|4|1|202.33|||1|273.14|||1|171.98|||1|232.68|||N|Y
H1001|002|001|3|5|1|2|33.0|127.79|830.61|2|33.0|172.51|1121.32|2|33.0|108.62|706.02|2|33.0|146.95|955.20|Y|Y
H1001|002|001|3|5|2|2|33.0|383.36|2491.82|2|33.0|517.53|3363.96|2|33.0|325.85|2118.05|2|33.0|440.86|2865.59|Y|Y
H1001|002|001|3|5|4|2|33.0|255.57|1661.21|2|33.0|345.02|2242.64|2|33.0|217.24|1412.03|2|33.0|293.91|1910.39|Y|Y
H2002|002|002|0|1|1|1|2.54|||1|3.43|||1|2.16|||1|2.92|||N|N
H2002|002|002|0|1|2|1|7.62|||1|10.29|||1|6.48|||1|8.76|||N|N
H2002|002|002|0|1|4|1|5.08|||1|6.86|||1|4.32|||1|5.84|||N|N
H2002|002|002|0|2|1|1|15.24|||1|20.58|||1|12.95|||1|17.53|||N|N
H2002|002|002|0|2|2|1|45.72|||1|61.73|||1|38.86|||1|52.58|||N|N
H2002|002|002|0|2|4|1|30.48|||1|41.15|||1|25.91|||1|35.05|||N|N
H2002|002|002|0|3|1|1|57.15|||1|77.16|||1|48.58|||1|65.73|||N|Y
H2002|002|002|0|3|2|1|171.46|||1|231.47|||1|145.74|||1|197.18|||N|Y
H2002|002|002|0|3|4|1|114.31|||1|154.31|||1|97.16|||1|131.45|||N|Y
H2002|002|002|0|4|1|1|120.66|||1|162.89|||1|102.56|||1|138.76|||N|Y
H2002|002|002|0|4|2|1|361.97|||1|488.66|||1|307.68|||1|416.27|||N|Y
H2002|002|002|0|4|4|1|241.32|||1|325.78|||1|205.12|||1|277.51|||N|Y
H2002|002|002|0|5|1|2|33.0|152.41|990.66|2|33.0|205.75|1337.39|2|33.0|129.55|842.06|2|33.0|175.27|1139.26|Y|Y
H2002|002|002|0|5|2|2|33.0|457.23|2971.99|2|33.0|617.26|4012.18|2|33.0|388.64|2526.19|2|33.0|525.81|3417.79|Y|Y
H2002|002|002|0|5|4|2|33.0|304.82|1981.32|2|33.0|411.51|2674.79|2|33.0|259.10|1684.13|2|33.0|350.54|2278.52|Y|Y
H2002|002|002|1|1|1|1|2.54|||1|3.43|||1|2.16|||1|2.92|||N|N
H2002|002|002|1|1|2|1|7.62|||1|10.29|||1|6.48|||1|8.76|||N|N
H2002|002|002|1|1|4|1|5.08|||1|6.86|||1|4.32|||1|5.84|||N|N
H2002|002|002|1|2|1|1|15.24|||1|20.58|||1|12.95|||1|17.53|||N|N
H2002|002|002|1|2|2|1|45.72|||1|61.73|||1|38.86|||1|52.58|||N|N
H2002|002|002|1|2|4|1|30.48|||1|41.15|||1|25.91|||1|35.05|||N|N
H2002|002|002|1|3|1|1|57.15|||1|77.16|||1|48.58|||1|65.73|||N|Y
H2002|002|002|1|3|2|1|171.46|||1|231.47|||1|145.74|||1|197.18|||N|Y
H2002|002|002|1|3|4|1|114.31|||1|154.31|||1|97.16|||1|131.45|||N|Y
H2002|002|002|1|4|1|1|120.66|||1|162.89|||1|102.56|||1|138.76|||N|Y
H2002|002|002|1|4|2|1|361.97|||1|488.66|||1|307.68|||1|416.27|||N|Y
H2002|002|002|1|4|4|1|241.32|||1|325.78|||1|205.12|||1|277.51|||N|Y
