CONTRACT_ID|PLAN_ID|SEGMENT_ID|COVERAGE_LEVEL|TIER|DAYS_SUPPLY|COST_TYPE_PREF|COST_AMT_PREF|COST_MIN_AMT_PREF|COST_MAX_AMT_PREF|COST_TYPE_NONPREF|COST_AMT_NONPREF|COST_MIN_AMT_NONPREF|COST_MAX_AMT_NONPREF|COST_TYPE_MAIL_PREF|COST_AMT_MAIL_PREF|COST_MIN_AMT_MAIL_PREF|COST_MAX_AMT_MAIL_PREF|COST_TYPE_MAIL_NONPREF|COST_AMT_MAIL_NONPREF|COST_MIN_AMT_MAIL_NONPREF|COST_MAX_AMT_MAIL_NONPREF|TIER_SPECIALTY_YN|DED_APPLIES_YN
H1001|001|000|1|5|2|2|33.0|532.80|3463.20|2|33.0|719.28|4675.32|2|33.0|452.88|2943.72|2|33.0|612.72|3982.68|Y|Y
H1001|001|000|1|5|4|2|33.0|355.20|2308.80|2|33.0|479.52|3116.88|2|33.0|301.92|1962.48|2|33.0|408.48|2655.12|Y|Y
H1001|001|000|3|1|1|1|2.96|||1|4.00|||1|2.52|||1|3.40|||N|N
H1001|001|000|3|1|2|1|8.88|||1|11.99|||1|7.55|||1|10.21|||N|N
H1001|001|000|3|1|4|1|5.92|||1|7.99|||1|5.03|||1|6.81|||N|N
H1001|001|000|3|2|1|1|17.76|||1|23.98|||1|15.10|||1|20.42|||N|N
H1001|001|000|3|2|2|1|53.28|||1|71.93|||1|45.29|||1|61.27|||N|N
H1001|001|000|3|2|4|1|35.52|||1|47.95|||1|30.19|||1|40.85|||N|N
H1001|001|000|3|3|1|1|66.60|||1|89.91|||1|56.61|||1|76.59|||N|Y
H1001|001|000|3|3|2|1|199.80|||1|269.73|||1|169.83|||1|229.77|||N|Y
H1001|001|000|3|3|4|1|133.20|||1|179.82|||1|113.22|||1|153.18|||N|Y
H1001|001|000|3|4|1|1|140.60|||1|189.81|||1|119.51|||1|161.69|||N|Y
H1001|001|000|3|4|2|1|421.80|||1|569.43|||1|358.53|||1|485.07|||N|Y
H1001|001|000|3|4|4|1|281.20|||1|379.62|||1|239.02|||1|323.38|||N|Y
H1001|001|000|3|5|1|2|33.0|177.60|1154.40|2|33.0|239.76|1558.44|2|33.0|150.96|981.24|2|33.0|204.24|1327.56|Y|Y
H1001|001|000|3|5|2|2|33.0|532.80|3463.20|2|33.0|719.28|4675.32|2|33.0|452.88|2943.72|2|33.0|612.72|3982.68|Y|Y
H1001|001|000|3|5|4|2|33.0|355.20|2308.80|2|33.0|479.52|3116.88|2|33.0|301.92|1962.48|2|33.0|408.48|2655.12|Y|Y
H2002|001|001|0|1|1|1|1.59|||1|2.15|||1|1.35|||1|1.83|||N|N
H2002|001|001|0|1|2|1|4.78|||1|6.45|||1|4.06|||1|5.49|||N|N
H2002|001|001|0|1|4|1|3.18|||1|4.30|||1|2.71|||1|3.66|||N|N
H2002|001|001|0|2|1|1|9.55|||1|12.90|||1|8.12|||1|10.98|||N|N
H2002|001|001|0|2|2|1|28.66|||1|38.69|||1|24.36|||1|32.95|||N|N
H2002|001|001|0|2|4|1|19.10|||1|25.79|||1|16.24|||1|21.97|||N|N
H2002|001|001|0|3|1|1|35.82|||1|48.36|||1|30.45|||1|41.19|||N|Y
H2002|001|001|0|3|2|1|107.46|||1|145.07|||1|91.34|||1|123.58|||N|Y
H2002|001|001|0|3|4|1|71.64|||1|96.71|||1|60.89|||1|82.39|||N|Y
H2002|001|001|0|4|1|1|75.62|||1|102.09|||1|64.28|||1|86.96|||N|Y
H2002|001|001|0|4|2|1|226.86|||1|306.26|||1|192.83|||1|260.89|||N|Y
H2002|001|001|0|4|4|1|151.24|||1|204.17|||1|128.55|||1|173.93|||N|Y
H2002|001|001|0|5|1|2|33.0|95.52|620.88|2|33.0|128.95|838.19|2|33.0|81.19|527.75|2|33.0|109.85|714.01|Y|Y
H2002|001|001|0|5|2|2|33.0|286.56|1862.64|2|33.0|386.86|2514.56|2|33.0|243.58|1583.24|2|33.0|329.54|2142.04|Y|Y
H2002|001|001|0|5|4|2|33.0|191.04|1241.76|2|33.0|257.90|1676.38|2|33.0|162.38|1055.50|2|33.0|219.70|1428.02|Y|Y
H2002|001|001|1|1|1|1|1.59|||1|2.15|||1|1.35|||1|1.83|||N|N
H2002|001|001|1|1|2|1|4.78|||1|6.45|||1|4.06|||1|5.49|||N|N
H2002|001|001|1|1|4|1|3.18|||1|4.30|||1|2.71|||1|3.66|||N|N
H2002|001|001|1|2|1|1|9.55|||1|12.90|||1|8.12|||1|10.98|||N|N
H2002|001|001|1|2|2|1|28.66|||1|38.69|||1|24.36|||1|32.95|||N|N
H2002|001|001|1|2|4|1|19.10|||1|25.79|||1|16.24|||1|21.97|||N|N
H2002|001|001|1|3|1|1|35.82|||1|48.36|||1|30.45|||1|41.19|||N|Y
H2002|001|001|1|3|2|1|107.46|||1|145.07|||1|91.34|||1|123.58|||N|Y
H2002|001|001|1|3|4|1|71.64|||1|96.71|||1|60.89|||1|82.39|||N|Y
H2002|001|001|1|4|1|1|75.62|||1|102.09|||1|64.28|||1|86.96|||N|Y
H2002|001|001|1|4|2|1|226.86|||1|306.26|||1|192.83|||1|260.89|||N|Y
H2002|001|001|1|4|4|1|151.24|||1|204.17|||1|128.55|||1|173.93|||N|Y
H2002|001|001|1|5|1|2|33.0|95.52|620.88|2|33.0|128.95|838.19|2|33.0|81.19|527.75|2|33.0|109.85|714.01|Y|Y
H2002|001|001|1|5|2|2|33.0|286.56|1862.64|2|33.0|386.86|2514.56|2|33.0|243.58|1583.24|2|33.0|329.54|2142.04|Y|Y
H2002|001|001|1|5|4|2|33.0|191.04|1241.76|2|33.0|257.90|1676.38|2|33.0|162.38|1055.50|2|33.0|219.70|1428.02|Y|Y
H2002|001|001|3|1|1|1|1.59|||1|2.15|||1|1.35|||1|1.83|||N|N
H2002|001|001|3|1|2|1|4.78|||1|6.45|||1|4.06|||1|5.49|||N|N
H2002|001|001|3|1|4|1|3.18|||1|4.30|||1|2.71|||1|3.66|||N|N
H2002|001|001|3|2|1|1|9.55|||1|12.90|||1|8.12|||1|10.98|||N|N
H2002|001|001|3|2|2|1|28.66|||1|38.69|||1|24.36|||1|32.95|||N|N
H2002|001|001|3|2|4|1|19.10|||1|25.79|||1|16.24|||1|21.97|||N|N
H2002|001|001|3|3|1|1|35.82|||1|48.36|||1|30.45|||1|41.19|||N|Y
H2002|001|001|3|3|2|1|107.46|||1|145.07|||1|91.34|||1|123.58|||N|Y
H2002|001|001|3|3|4|1|71.64|||1|96.71|||1|60.89|||1|82.39|||N|Y
H2002|001|001|3|4|1|1|75.62|||1|102.09|||1|64.28|||1|86.96|||N|Y
H2002|001|001|3|4|2|1|226.86|||1|306.26|||1|192.83|||1|260.89|||N|Y
H2002|001|001|3|4|4|1|151.24|||1|204.17|||1|128.55|||1|173.93|||N|Y
H2002|001|001|3|5|1|2|33.0|95.52|620.88|2|33.0|128.95|838.19|2|33.0|81.19|527.75|2|33.0|109.85|714.01|Y|Y
H2002|001|001|3|5|2|2|33.0|286.56|1862.64|2|33.0|386.86|2514.56|2|33.0|243.58|1583.24|2|33.0|329.54|2142.04|Y|Y
H2002|001|001|3|5|4|2|33.0|191.04|1241.76|2|33.0|257.90|1676.38|2|33.0|162.38|1055.50|2|33.0|219.70|1428.02|Y|Y
H3003|001|002|0|1|1|1|1.97|||1|2.66|||1|1.68|||1|2.27|||N|N
H3003|001|002|0|1|2|1|5.92|||1|7.99|||1|5.03|||1|6.80|||N|N
H3003|001|002|0|1|4|1|3.94|||1|5.32|||1|3.35|||1|4.54|||N|N
H3003|001|002|0|2|1|1|11.83|||1|15.97|||1|10.06|||1|13.61|||N|N
H3003|001|002|0|2|2|1|35.50|||1|47.92|||1|30.17|||1|40.82|||N|N
H3003|001|002|0|2|4|1|23.66|||1|31.95|||1|20.11|||1|27.21|||N|N
H3003|001|002|0|3|1|1|44.37|||1|59.90|||1|37.71|||1|51.03|||N|Y
H3003|001|002|0|3|2|1|133.11|||1|179.70|||1|113.14|||1|153.08|||N|Y
H3003|001|002|0|3|4|1|88.74|||1|119.80|||1|75.43|||1|102.05|||N|Y
H3003|001|002|0|4|1|1|93.67|||1|126.45|||1|79.62|||1|107.72|||N|Y
H3003|001|002|0|4|2|1|281.01|||1|379.36|||1|238.86|||1|323.16|||N|Y
H3003|001|002|0|4|4|1|187.34|||1|252.91|||1|159.24|||1|215.44|||N|Y
H3003|001|002|0|5|1|2|33.0|118.32|769.08|2|33.0|159.73|1038.26|2|33.0|100.57|653.72|2|33.0|136.07|884.44|Y|Y
H3003|001|002|0|5|2|2|33.0|354.96|2307.24|2|33.0|479.20|3114.77|2|33.0|301.72|1961.15|2|33.0|408.20|2653.33|Y|Y
H3003|001|002|0|5|4|2|33.0|236.64|1538.16|2|33.0|319.46|2076.52|2|33.0|201.14|1307.44|2|33.0|272.14|1768.88|Y|Y
H3003|001|002|1|1|1|1|1.97|||1|2.66|||1|1.68|||1|2.27|||N|N
H3003|001|002|1|1|2|1|5.92|||1|7.99|||1|5.03|||1|6.80|||N|N
H3003|001|002|1|1|4|1|3.94|||1|5.32|||1|3.35|||1|4.54|||N|N
H3003|001|002|1|2|1|1|11.83|||1|15.97|||1|10.06|||1|13.61|||N|N
H3003|001|002|1|2|2|1|35.50|||1|47.92|||1|30.17|||1|40.82|||N|N
H3003|001|002|1|2|4|1|23.66|||1|31.95|||1|20.11|||1|27.21|||N|N
H3003|001|002|1|3|1|1|44.37|||1|59.90|||1|37.71|||1|51.03|||N|Y
H3003|001|002|1|3|2|1|133.11|||1|179.70|||1|113.14|||1|153.08|||N|Y
H3003|001|002|1|3|4|1|88.74|||1|119.80|||1|75.43|||1|102.05|||N|Y
H3003|001|002|1|4|1|1|93.67|||1|126.45|||1|79.62|||1|107.72|||N|Y
H3003|001|002|1|4|2|1|281.01|||1|379.36|||1|238.86|||1|323.16|||N|Y
H3003|001|002|1|4|4|1|187.34|||1|252.91|||1|159.24|||1|215.44|||N|Y
H3003|001|002|1|5|1|2|33.0|118.32|769.08|2|33.0|159.73|1038.26|2|33.0|100.57|653.72|2|33.0|136.07|884.44|Y|Y
H3003|001|002|1|5|2|2|33.0|354.96|2307.24|2|33.0|479.20|3114.77|2|33.0|301.72|1961.15|2|33.0|408.20|2653.33|Y|Y
H3003|001|002|1|5|4|2|33.0|236.64|1538.16|2|33.0|319.46|2076.52|2|33.0|201.14|1307.44|2|33.0|272.14|1768.88|Y|Y
H3003|001|002|3|1|1|1|1.97|||1|2.66|||1|1.68|||1|2.27|||N|N
H3003|001|002|3|1|2|1|5.92|||1|7.99|||1|5.03|||1|6.80|||N|N
H3003|001|002|3|1|4|1|3.94|||1|5.32|||1|3.35|||1|4.54|||N|N
H3003|001|002|3|2|1|1|11.83|||1|15.97|||1|10.06|||1|13.61|||N|N
H3003|001|002|3|2|2|1|35.50|||1|47.92|||1|30.17|||1|40.82|||N|N
H3003|001|002|3|2|4|1|23.66|||1|31.95|||1|20.11|||1|27.21|||N|N
H3003|001|002|3|3|1|1|44.37|||1|59.90|||1|37.71|||1|51.03|||N|Y
H3003|001|002|3|3|2|1|133.11|||1|179.70|||1|113.14|||1|153.08|||N|Y
H3003|001|002|3|3|4|1|88.74|||1|119.80|||1|75.43|||1|102.05|||N|Y
H3003|001|002|3|4|1|1|93.67|||1|126.45|||1|79.62|||1|107.72|||N|Y
H3003|001|002|3|4|2|1|281.01|||1|379.36|||1|238.86|||1|323.16|||N|Y
H3003|001|002|3|4|4|1|187.34|||1|252.91|||1|159.24|||1|215.44|||N|Y
H3003|001|002|3|5|1|2|33.0|118.32|769.08|2|33.0|159.73|1038.26|2|33.0|100.57|653.72|2|33.0|136.07|884.44|Y|Y
H3003|001|002|3|5|2|2|33.0|354.96|2307.24|2|33.0|479.20|3114.77|2|33.0|301.72|1961.15|2|33.0|408.20|2653.33|Y|Y
H3003|001|002|3|5|4|2|33.0|236.64|1538.16|2|33.0|319.46|2076.52|2|33.0|201.14|1307.44|2|33.0|272.14|1768.88|Y|Y
S4004|001|000|0|1|1|1|2.50|||1|3.38|||1|2.13|||1|2.88|||N|N
S4004|001|000|0|1|2|1|7.51|||1|10.14|||1|6.39|||1|8.64|||N|N
S4004|001|000|0|1|4|1|5.01|||1|6.76|||1|4.26|||1|5.76|||N|N
S4004|001|000|0|2|1|1|15.02|||1|20.28|||1|12.77|||1|17.28|||N|N
S4004|001|000|0|2|2|1|45.07|||1|60.85|||1|38.31|||1|51.83|||N|N
S4004|001|000|0|2|4|1|30.05|||1|40.56|||1|25.54|||1|34.56|||N|N
S4004|001|000|0|3|1|1|56.34|||1|76.06|||1|47.89|||1|64.79|||N|Y
S4004|001|000|0|3|2|1|169.02|||1|228.18|||1|143.67|||1|194.37|||N|Y
S4004|001|000|0|3|4|1|112.68|||1|152.12|||1|95.78|||1|129.58|||N|Y
S4004|001|000|0|4|1|1|118.94|||1|160.57|||1|101.10|||1|136.78|||N|Y
S4004|001|000|0|4|2|1|356.82|||1|481.71|||1|303.30|||1|410.34|||N|Y
S4004|001|000|0|4|4|1|237.88|||1|321.14|||1|202.20|||1|273.56|||N|Y
S4004|001|000|0|5|1|2|33.0|150.24|976.56|2|33.0|202.82|1318.36|2|33.0|127.70|830.08|2|33.0|172.78|1123.04|Y|Y
S4004|001|000|0|5|2|2|33.0|450.72|2929.68|2|33.0|608.47|3955.07|2|33.0|383.11|2490.23|2|33.0|518.33|3369.13|Y|Y
S4004|001|000|0|5|4|2|33.0|300.48|1953.12|2|33.0|405.65|2636.71|2|33.0|255.41|1660.15|2|33.0|345.55|2246.09|Y|Y
S4004|001|000|1|1|1|1|2.50|||1|3.38|||1|2.13|||1|2.88|||N|N
S4004|001|000|1|1|2|1|7.51|||1|10.14|||1|6.39|||1|8.64|||N|N
S4004|001|000|1|1|4|1|5.01|||1|6.76|||1|4.26|||1|5.76|||N|N
S4004|001|000|1|2|1|1|15.02|||1|20.28|||1|12.77|||1|17.28|||N|N
S4004|001|000|1|2|2|1|45.07|||1|60.85|||1|38.31|||1|51.83|||N|N
S4004|001|000|1|2|4|1|30.05|||1|40.56|||1|25.54|||1|34.56|||N|N
S4004|001|000|1|3|1|1|56.34|||1|76.06|||1|47.89|||1|64.79|||N|Y
S4004|001|000|1|3|2|1|169.02|||1|228.18|||1|143.67|||1|194.37|||N|Y
S4004|001|000|1|3|4|1|112.68|||1|152.12|||1|95.78|||1|129.58|||N|Y
S4004|001|000|1|4|1|1|118.94|||1|160.57|||1|101.10|||1|136.78|||N|Y
S4004|001|000|1|4|2|1|356.82|||1|481.71|||1|303.30|||1|410.34|||N|Y
S4004|001|000|1|4|4|1|237.88|||1|321.14|||1|202.20|||1|273.56|||N|Y
S4004|001|000|1|5|1|2|33.0|150.24|976.56|2|33.0|202.82|1318.36|2|33.0|127.70|830.08|2|33.0|172.78|1123.04|Y|Y
S4004|001|000|1|5|2|2|33.0|450.72|2929.68|2|33.0|608.47|3955.07|2|33.0|383.11|2490.23|2|33.0|518.33|3369.13|Y|Y
S4004|001|000|1|5|4|2|33.0|300.48|1953.12|2|33.0|405.65|2636.71|2|33.0|255.41|1660.15|2|33.0|345.55|2246.09|Y|Y
S4004|001|000|3|1|1|1|2.50|||1|3.38|||1|2.13|||1|2.88|||N|N
S4004|001|000|3|1|2|1|7.51|||1|10.14|||1|6.39|||1|8.64|||N|N
S4004|001|000|3|1|4|1|5.01|||1|6.76|||1|4.26|||1|5.76|||N|N
S4004|001|000|3|2|1|1|15.02|||1|20.28|||1|12.77|||1|17.28|||N|N
S4004|001|000|3|2|2|1|45.07|||1|60.85|||1|38.31|||1|51.83|||N|N
S4004|001|000|3|2|4|1|30.05|||1|40.56|||1|25.54|||1|34.56|||N|N
S4004|001|000|3|3|1|1|56.34|||1|76.06|||1|47.89|||1|64.79|||N|Y
S4004|001|000|3|3|2|1|169.02|||1|228.18|||1|143.67|||1|194.37|||N|Y
S4004|001|000|3|3|4|1|112.68|||1|152.12|||1|95.78|||1|129.58|||N|Y
S4004|001|000|3|4|1|1|118.94|||1|160.57|||1|101.10|||1|136.78|||N|Y
S4004|001|000|3|4|2|1|356.82|||1|481.71|||1|303.30|||1|410.34|||N|Y
S4004|001|000|3|4|4|1|237.88|||1|321.14|||1|202.20|||1|273.56|||N|Y
S4004|001|000|3|5|1|2|33.0|150.24|976.56|2|33.0|202.82|1318.36|2|33.0|127.70|830.08|2|33.0|172.78|1123.04|Y|Y
S4004|001|000|3|5|2|2|33.0|450.72|2929.68|2|33.0|608.47|3955.07|2|33.0|383.11|2490.23|2|33.0|518.33|3369.13|Y|Y
S4004|001|000|3|5|4|2|33.0|300.48|1953.12|2|33.0|405.65|2636.71|2|33.0|255.41|1660.15|2|33.0|345.55|2246.09|Y|Y
H1001|002|001|0|1|1|1|1.97|||1|2.66|||1|1.68|||1|2.27|||N|N
H1001|002|001|0|1|2|1|5.92|||1|7.99|||1|5.03|||1|6.80|||N|N
H1001|002|001|0|1|4|1|3.94|||1|5.32|||1|3.35|||1|4.54|||N|N
H1001|002|001|0|2|1|1|11.83|||1|15.97|||1|10.06|||1|13.61|||N|N
H1001|002|001|0|2|2|1|35.50|||1|47.92|||1|30.17|||1|40.82|||N|N
H1001|002|001|0|2|4|1|23.66|||1|31.95|||1|20.11|||1|27.21|||N|N
H1001|002|001|0|3|1|1|44.37|||1|59.90|||1|37.71|||1|51.03|||N|Y
H1001|002|001|0|3|2|1|133.11|||1|179.70|||1|113.14|||1|153.08|||N|Y
H1001|002|001|0|3|4|1|88.74|||1|119.80|||1|75.43|||1|102.05|||N|Y
H1001|002|001|0|4|1|1|93.67|||1|126.45|||1|79.62|||1|107.72|||N|Y
H1001|002|001|0|4|2|1|281.01|||1|379.36|||1|238.86|||1|323.16|||N|Y
H1001|002|001|0|4|4|1|187.34|||1|252.91|||1|159.24|||1|215.44|||N|Y
H1001|002|001|0|5|1|2|33.0|118.32|769.08|2|33.0|159.73|1038.26|2|33.0|100.57|653.72|2|33.0|136.07|884.44|Y|Y
H1001|002|001|0|5|2|2|33.0|354.96|2307.24|2|33.0|479.20|3114.77|2|33.0|301.72|1961.15|2|33.0|408.20|2653.33|Y|Y
H1001|002|001|0|5|4|2|33.0|236.64|1538.16|2|33.0|319.46|2076.52|2|33.0|201.14|1307.44|2|33.0|272.14|1768.88|Y|Y
H1001|002|001|1|1|1|1|1.97|||1|2.66|||1|1.68|||1|2.27|||N|N
H1001|002|001|1|1|2|1|5.92|||1|7.99|||1|5.03|||1|6.80|||N|N
H1001|002|001|1|1|4|1|3.94|||1|5.32|||1|3.35|||1|4.54|||N|N
H1001|002|001|1|2|1|1|11.83|||1|15.97|||1|10.06|||1|13.61|||N|N
H1001|002|001|1|2|2|1|35.50|||1|47.92|||1|30.17|||1|40.82|||N|N
H1001|002|001|1|2|4|1|23.66|||1|31.95|||1|20.11|||1|27.21|||N|N
H1001|002|001|1|3|1|1|44.37|||1|59.90|||1|37.71|||1|51.03|||N|Y
H1001|002|001|1|3|2|1|133.11|||1|179.70|||1|113.14|||1|153.08|||N|Y
H1001|002|001|1|3|4|1|88.74|||1|119.80|||1|75.43|||1|102.05|||N|Y
H1001|002|001|1|4|1|1|93.67|||1|126.45|||1|79.62|||1|107.72|||N|Y
H1001|002|001|1|4|2|1|281.01|||1|379.36|||1|238.86|||1|323.16|||N|Y
H1001|002|001|1|4|4|1|187.34|||1|252.91|||1|159.24|||1|215.44|||N|Y
H1001|002|001|1|5|1|2|33.0|118.32|769.08|2|33.0|159.73|1038.26|2|33.0|100.57|653.72|2|33.0|136.07|884.44|Y|Y
H1001|002|001|1|5|2|2|33.0|354.96|2307.24|2|33.0|479.20|3114.77|2|33.0|301.72|1961.15|2|33.0|408.20|2653.33|Y|Y
H1001|002|001|1|5|4|2|33.0|236.64|1538.16|2|33.0|319.46|2076.52|2|33.0|201.14|1307.44|2|33.0|272.14|1768.88|Y|Y
H1001|002|001|3|1|1|1|1.97|||1|2.66|||1|1.68|||1|2.27|||N|N
H1001|002|001|3|1|2|1|5.92|||1|7.99|||1|5.03|||1|6.80|||N|N
H1001|002|001|3|1|4|1|3.94|||1|5.32|||1|3.35|||1|4.54|||N|N
H1001|002|001|3|2|1|1|11.83|||1|15.97|||1|10.06|||1|13.61|||N|N
H1001|002|001|3|2|2|1|35.50|||1|47.92|||1|30.17|||1|40.82|||N|N
H1001|002|001|3|2|4|1|23.66|||1|31.95|||1|20.11|||1|27.21|||N|N
H1001|002|001|3|3|1|1|44.37|||1|59.90|||1|37.71|||1|51.03|||N|Y
H1001|002|001|3|3|2|1|133.11|||1|179.70|||1|113.14|||1|153.08|||N|Y
H1001|002|001|3|3|4|1|88.74|||1|119.80|||1|75.43|||1|102.05|||N|Y
H1001|002|001|3|4|1|1|93.67|||1|126.45|||1|79.62|||1|107.72|||N|Y
H1001|002|001|3|4|2|1|281.01|||1|379.36|||1|238.86|||1|323.16|||N|Y
H1001|002|001|3|4|4|1|187.34|||1|252.91|||1|159.24|||1|215.44|||N|Y
H1001|002|001|3|5|1|2|33.0|118.32|769.08|2|33.0|159.73|1038.26|2|33.0|100.57|653.72|2|33.0|136.07|884.44|Y|Y
H1001|002|001|3|5|2|2|33.0|354.96|2307.24|2|33.0|479.20|3114.77|2|33.0|301.72|1961.15|2|33.0|408.20|2653.33|Y|Y
H1001|002|001|3|5|4|2|33.0|236.64|1538.16|2|33.0|319.46|2076.52|2|33.0|201.14|1307.44|2|33.0|272.14|1768.88|Y|Y
H2002|002|002|0|1|1|1|2.35|||1|3.18|||1|2.00|||1|2.70|||N|N
H2002|002|002|0|1|2|1|7.06|||1|9.53|||1|6.00|||1|8.11|||N|N
H2002|002|002|0|1|4|1|4.70|||1|6.35|||1|4.00|||1|5.41|||N|N
H2002|002|002|0|2|1|1|14.11|||1|19.05|||1|12.00|||1|16.23|||N|N
H2002|002|002|0|2|2|1|42.34|||1|57.15|||1|35.99|||1|48.69|||N|N
H2002|002|002|0|2|4|1|28.22|||1|38.10|||1|23.99|||1|32.46|||N|N
H2002|002|002|0|3|1|1|52.92|||1|71.44|||1|44.98|||1|60.86|||N|Y
H2002|002|002|0|3|2|1|158.76|||1|214.33|||1|134.95|||1|182.57|||N|Y
H2002|002|002|0|3|4|1|105.84|||1|142.88|||1|89.96|||1|121.72|||N|Y
H2002|002|002|0|4|1|1|111.72|||1|150.82|||1|94.96|||1|128.48|||N|Y
H2002|002|002|0|4|2|1|335.16|||1|452.47|||1|284.89|||1|385.43|||N|Y
H2002|002|002|0|4|4|1|223.44|||1|301.64|||1|189.92|||1|256.96|||N|Y
H2002|002|002|0|5|1|2|33.0|141.12|917.28|2|33.0|190.51|1238.33|2|33.0|119.95|779.69|2|33.0|162.29|1054.87|Y|Y
H2002|002|002|0|5|2|2|33.0|423.36|2751.84|2|33.0|571.54|3714.98|2|33.0|359.86|2339.06|2|33.0|486.86|3164.62|Y|Y
H2002|002|002|0|5|4|2|33.0|282.24|1834.56|2|33.0|381.02|2476.66|2|33.0|239.90|1559.38|2|33.0|324.58|2109.74|Y|Y
H2002|002|002|1|1|1|1|2.35|||1|3.18|||1|2.00|||1|2.70|||N|N
H2002|002|002|1|1|2|1|7.06|||1|9.53|||1|6.00|||1|8.11|||N|N
H2002|002|002|1|1|4|1|4.70|||1|6.35|||1|4.00|||1|5.41|||N|N
H2002|002|002|1|2|1|1|14.11|||1|19.05|||1|12.00|||1|16.23|||N|N
H2002|002|002|1|2|2|1|42.34|||1|57.15|||1|35.99|||1|48.69|||N|N
H2002|002|002|1|2|4|1|28.22|||1|38.10|||1|23.99|||1|32.46|||N|N
H2002|002|002|1|3|1|1|52.92|||1|71.44|||1|44.98|||1|60.86|||N|Y
H2002|002|002|1|3|2|1|158.76|||1|214.33|||1|134.95|||1|182.57|||N|Y
H2002|002|002|1|3|4|1|105.84|||1|142.88|||1|89.96|||1|121.72|||N|Y
H2002|002|002|1|4|1|1|111.72|||1|150.82|||1|94.96|||1|128.48|||N|Y
H2002|002|002|1|4|2|1|335.16|||1|452.47|||1|284.89|||1|385.43|||N|Y
H2002|002|002|1|4|4|1|223.44|||1|301.64|||1|189.92|||1|256.96|||N|Y
